,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2017
299,L. Bailey,Leon Bailey,19,180,75,Jamaica,Bayer 04 Leverkusen,76,86,Left,1,4,4,High/Medium,Normal,#Speedster,SUB,,2017-01-31,,92.0,70.0,79.0,23.0,61.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",73,63,57,71,74,80,75,73,67,78,93-1,91-2,86-2,69,77,79,86-1,71,56,77,57,21,67,68,71,68,12,27,18,12,13,6,15,14,19.57
300,F. Kessié,Franck Kessié,20,183,76,Ivory Coast,Milan,76,86,Right,2,4,2,High/High,Normal,#Engine,RCM,Atalanta,,RCM,75.0,65.0,76.0,72.0,82.0,,,,,,,,64,67,68,78+2,38,77+3,55,45,74+1,78+2,74+1,76+1,68+1,76,73,69,79,86+4,83+2,60,76,75-2,76+3,70+4,73+4,75,68,77,70,9,11,12,12,10,19.095
301,Gabriel,Gabriel Barbosa,20,178,68,Brazil,SL Benfica,76,85,Left,2,3,4,Medium/Medium,Normal,,SUB,Inter,,,78.0,76.0,79.0,29.0,60.0,,,,,,,"Beat Offside Trap, Finesse Shot, Flair",72,79,72,71,77,78,71,61,58,80,78-8,78-1,88,68,82,75,76,66,55-1,68,63,25,76,69,83,72,24,27,19,10,7,9,9,9,17.86
302,M. Caldara,Mattia Caldara,23,187,80,Italy,Atalanta,76,85,Right,2,3,2,Low/Medium,Normal,,CB,Juventus,,,62.0,32.0,49.0,78.0,72.0,,,,,,,Avoids Using Weaker Foot,31,34+11,74,55,40+8,36,20,24,50,60,59-2,64-2,59-1,73+2,70,37,71-1,68-1,75-2,19,72+3,80+2,33+17,22,30,73+8,78,79+1,76,14,9,6,9,5,15.675
303,Carlos Soler,Carlos Soler,20,180,76,Spain,Valencia CF,76,85,Right,1,3,3,Medium/Medium,Normal,,RM,,2015-07-01,,76.0,72.0,73.0,65.0,59.0,,,,,,,Playmaker (CPU AI Only),69,70,56,80+3,63,71,69,82+5,76,78+3,74,77+2,70+11,74,64+6,75+6,55-1,65-3,61+2,73,49,69,68+7,82+2,80,65+17,68,65,56,6,14,7,13,11,4.6739999999999995
304,D. van de Beek,Donny van de Beek,20,183,75,Netherlands,Ajax,76,84,Right,1,4,2,Medium/Medium,Normal,,RCM,,2013-12-27,,65.0,72.0,74.0,61.0,76.0,,,,,,,Chip Shot (CPU AI Only),67,67+2,59,76,76+8,73-1,66+2,62,76+4,79+2,66+11,65+3,71+6,72-1,58,79,70+6,84+9,76+5,80+6,68+1,74+2,65,79+1,55,78+12,56+6,62-2,52+4,7,12,8,10,14,4.37
305,Aarón Martín,Aarón Martín,20,180,72,Spain,RCD Espanyol,76,84,Left,1,3,2,High/Medium,Normal,,LB,,2015-07-01,,65.0,33.0,71.0,78.0,64.0,,,,,,,,74+4,28,73+4,76+5,21,71+1,59,54,45,76+4,62,68-1,58,77+6,65+1,49,61,70,63,22,58,79+6,51,38,43,68+22,79+4,79+3,78+4,11,14,10,12,12,7.22
306,Y. Poulsen,Yussuf Poulsen,23,193,78,Denmark,RB Leipzig,76,83,Right,2,3,3,High/High,Lean,,SUB,,2013-07-04,,86.0,66.0,74.0,37.0,81.0,,,,,,,Beat Offside Trap,66,68+1,78+2,71+1,68,76,70+1,43,46,73-2,85-4,86-1,75,77+2,55,69-1,82,85+2,78+2,58,83,44,76+1,61,59,67+1,22,37,28,6,11,15,14,8,9.88
307,Santi Mina,Santi Mina,21,181,77,Spain,Valencia CF,76,83,Right,1,3,3,Medium/Medium,Normal,,SUB,,2015-07-04,,78.0,75.0,77.0,52.0,67.0,,,,,,,Speed Dribbler (CPU AI Only),73,80,59,72+3,68,78,69,55,65,77,77-3,78-2,75,80,75,75,72,74-1,67,69,59,58,80,57,59,69,58,41,49,9,8,14,8,15,7.41
308,Mariano,Mariano Díaz,23,182,75,Dominican Republic,Olympique Lyonnais,76,82,Right,1,3,3,High/Medium,Normal,,ST,,2017-07-01,,77.0,79.0,71.0,33.0,72.0,,,,,,,"Power Free-Kick, Beat Offside Trap, Selfish, Chip Shot (CPU AI Only)",45,80,73+4,64+2,66,69+2,77,72,40,72+1,79-2,76-1,79-1,70+6,72,85,92+1,73,71,76,69,21,75+4,58,68,66,30,31,28,12,14,6,8,15,6.84
309,D. Praet,Dennis Praet,23,181,78,Belgium,Sampdoria,76,81,Right,2,4,3,Medium/Medium,Normal,,RCM,,2016-08-24,,73.0,69.0,76.0,53.0,66.0,,,,,,,Playmaker (CPU AI Only),76,65,62,80,70,75,74,67,74,78,75-2,71-3,76+1,73,72,72,67,74-1,62,74,64,58,75,73-2,56,74,40,58,61,6,6,10,14,10,11.97
310,J. Roussillon,Jérôme Roussillon,24,175,80,France,Montpellier HSC,76,81,Left,2,3,2,High/High,Stocky,,LB,,2015-01-20,,86.0,62.0,75.0,72.0,77.0,,,,,,,,73+1,59,67,74,57,75+2,73,56,69,74,87,86,75-1,72+2,74,69,73,80+1,76+2,65,75,76,67,70,51,72+7,70+1,73+2,74+1,9,7,13,8,15,3.705
311,Emerson,Emerson,22,176,63,Italy,Roma,76,80,Left,2,3,2,High/Medium,Lean,,RES,,2011-04-17,,79.0,59.0,77.0,68.0,62.0,,,,,,,,77,43,59,74,44,76,51,71,66,79+1,78-1,79,79,78,73-1,80,67-1,78-1,53-1,77,65,75,75,41,55,73,67,68,69,8,15,8,7,14,9.12
312,F. Chiesa,Federico Chiesa,19,175,70,Italy,Fiorentina,75,87,Right,2,4,3,High/Medium,Lean,,RAM,,2016-07-01,,81.0,68.0,80.0,32.0,59.0,,,,,,,Speed Dribbler (CPU AI Only),68+2,66,44,74+2,58,80+2,57,48,60+2,80,82+3,81+2,85+2,70,79+4,76,53-2,76+7,55,66,48,26,74+2,66,61,68+6,28,34,34,6,7,8,9,7,16.416
313,N. Aké,Nathan Aké,22,180,75,Netherlands,Bournemouth,75,85,Left,1,3,2,Medium/Medium,Lean,,LCB,,2017-06-30,,76.0,49.0,66.0,75.0,74.0,,,,,,,,64,41,69,75,52,63,63,59,72,69,75-2,76-3,66,73,63,63,78+1,75,76,56,67+3,76,44,53,48,68,75+2,77,74,10,7,7,16,10,10.64
314,J. Lerma,Jefferson Lerma,22,179,70,Colombia,Levante UD,75,83,Right,1,4,2,Medium/High,Lean,,CDM,,2016-07-01,,78.0,65.0,73.0,69.0,80.0,,,,,,,Long Shot Taker (CPU AI Only),69,56,58,76,53,71,67,68,71,75,76-3,79,76,72,76,80,81,90,75,75+4,78,74,58,68+2,58,63,60,75,80,16,14,11,7,9,1.54
315,J. Gbamin,Jean-Philippe Gbamin,21,186,83,Ivory Coast,1. FSV Mainz 05,75,83,Right,1,3,2,Medium/High,Normal,,SUB,,2016-07-13,CDM,74.0,49.0,72.0,73.0,78.0,,,,,,,,69,38,65,73,45+11,72,41,31+2,69,74,72,75,73,70,66-1,60,76,79,76+1,62,80+1,76,57,68,40,68,73,74,70,11,13,8,14,10,6.84
316,L. Torreira,Lucas Torreira,21,168,64,Uruguay,Sampdoria,75,83,Right,2,3,3,Medium/Medium,Normal,,CM,,2015-07-01,,77.0,55.0,77.0,66.0,69.0,,,,,,,Playmaker (CPU AI Only),67,50,32,79,50,74,62,63+31,76,78,79,75,85,73,93,62,32+1,79,64,59,78,77+3,65,73,48,75,60,75+2,67,5,5,13,7,9,13.338
317,M. Rashica,Milot Rashica,21,177,73,Kosovo,Vitesse,75,83,Right,1,4,3,High/Medium,Normal,#Speedster,RW,,2015-07-01,,90.0,68.0,78.0,29.0,62.0,,,,,,,Technical Dribbler (CPU AI Only),72+2,68+2,50,68+2,68,78,71,45,66,77+1,93,87+4,89,69,76,73,41-7,75+2,56+2,69+3,67,26,68+2,72+4,45,72+7,21,29,36,7,14,7,14,6,4.2767
318,S. Sensi,Stefano Sensi,21,168,62,Italy,Sassuolo,75,83,Right,1,4,3,Medium/Medium,Normal,,RCM,,2016-01-13,,65.0,55.0,76.0,64.0,66.0,,,,,,,"Dives Into Tackles (CPU AI Only), Playmaker (CPU AI Only)",65,44,30,78,49,77,75,75,77+1,78,69,61-3,66-4,68,87,61,51-3,72-2,64,68,66,67,63,79,74,74,64,72,71,10,6,8,11,13,4.75
319,A. Robertson,Andrew Robertson,23,178,64,Scotland,Liverpool,75,82,Left,1,2,2,High/High,Lean,,SUB,,2017-07-21,LB,80.0,60.0,75.0,72.0,71.0,,,,,,,"Avoids Using Weaker Foot, Early Crosser, Speed Dribbler (CPU AI Only)",78,60,65-2,68,32,74+3,71+1,30,59,75+1,78-1,82-3,81-2,71,74+2,67,55,81,68,61,69,73+3,64,69,55,67,72+1,74+1,70+1,11,8,10,7,14,7.98
320,L. Dunk,Lewis Dunk,25,192,88,England,Brighton & Hove Albion,75,80,Right,1,3,2,High/Medium,Normal,,LCB,,2010-07-01,,50.0,32.0,59.0,74.0,79.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Passer (CPU AI Only), Power Header",27,37,75,66,24,58,23,28,68+3,62,45-9,54-11,52,72,44,42,64,70,84+2,12,80,78,23,45,36,66-1,71,74,73,15,16,9,12,6,5.7
321,R. Freuler,Remo Freuler,25,181,77,Switzerland,Atalanta,75,80,Right,2,3,3,Medium/Medium,Normal,,LCM,,2016-01-20,SUB,69.0,65.0,73.0,60.0,67.0,,,,,,,,73+4,63,41,78+2,68+7,73+2,60,70,74+2,76+2,70+1,69,71-1,74+1,61,69,58,78-1,66,61,60,70+2,77,73+1,61,75+9,56,64,55,12,8,9,14,13,7.695
322,C. Wilson,Callum Wilson,25,180,66,England,Bournemouth,75,79,Right,1,3,3,High/Medium,Normal,#Speedster,SUB,,2014-07-04,,90.0,73.0,74.0,34.0,76.0,,,,,,,"Injury Prone, Beat Offside Trap, Speed Dribbler (CPU AI Only)",52,79,62,70,65,73,62,45,60,75,92-1,89-1,78-3,70,77-2,69,66,75-2,78-3,64,73,40,77,71,75,78,20,39,25,10,15,8,10,6,11.4
323,M. Halstenberg,Marcel Halstenberg,25,187,82,Germany,RB Leipzig,75,79,Left,1,3,2,High/Medium,Normal,,LB,,2015-08-31,,71.0,63.0,70.0,72.0,77.0,,,,,,,Long Shot Taker (CPU AI Only),76+1,57,71,76+1,47,69+2,75+1,73+1,58+1,74+4,68-5,74,64-2,74,59,78+2,64,82+1,78+1,67,72,69+1,61,54,67,69,70,77+3,71,9,15,14,10,16,7.22
324,M. de Roon,Marten de Roon,26,185,76,Netherlands,Atalanta,75,78,Right,2,3,2,Medium/Medium,Normal,,SUB,,2017-08-11,,69.0,66.0,68.0,76.0,80.0,,,,,,,Beat Offside Trap,63,62,71,75,62,65,57,43,73,72,69-2,69,62,79,70,74,79,89,77+1,68,77,81,69,72,60,76+4,71,78,75,14,15,7,12,12,12.16
325,A. Meret,Alex Meret,20,190,83,Italy,SPAL,74,88,Right,1,2,1,Medium/Medium,Lean,,GK,Udinese,,,,,,,,76.0,70.0,65.0,77.0,45.0,74.0,,15,17,19,29,20,16,20,21,22,22,41,48,37,68,48,21,68,29,65,17-4,22,22,20,21,21,25,14,21,12,76+3,70+4,65+6,74+6,77+4,4.56
326,M. Ødegaard,Martin Ødegaard,18,178,68,Norway,SC Heerenveen,74,86,Left,1,4,4,Medium/Low,Lean,,RW,Real Madrid,,,72.0,58.0,83.0,32.0,42.0,,,,,,,"Avoids Using Weaker Foot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",74+22,59+4,38+2,75+4,65+17,85+2,72+14,68+14,68+9,83+7,76-2,68+6,78-1,72+20,76,55+17,45-5,63-2,35+1,57+5,32,48,62+1,80+10,59,77+22,19+1,31,32-10,14,15,15,8,10,1.995
327,G. Lo Celso,Giovani Lo Celso,21,177,69,Argentina,Paris Saint-Germain,74,86,Left,1,3,3,High/High,Normal,,SUB,,2016-07-26,,75.0,62.0,77.0,40.0,63.0,,,,,,,"Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",73,55,36,78,69,76+2,67,72,73,79,75-1,75-2,77-1,64,78,75+17,57,74,57,64+5,65,34,66,80,55,68+11,28,55,48,10,7,10,15,14,10.26
328,A. Iwobi,Alex Iwobi,21,180,75,Nigeria,Arsenal,74,85,Right,1,3,3,Medium/Medium,Normal,,SUB,,2013-07-01,,78.0,61.0,82.0,28.0,65.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",52,63,42,80,48,83,50,40,57,83,79+1,78+1,77,72-2,76,67,50,70,72-1,54,46,24,68-1,75,56,70-2,29,26,23,14,7,12,14,11,11.4
329,K. Tierney,Kieran Tierney,20,178,70,Scotland,Celtic,74,85,Left,1,3,2,Medium/Medium,Normal,,LB,,2013-07-01,RB,83.0,43.0,70.0,68.0,70.0,,,,,,,Speed Dribbler (CPU AI Only),75+4,26,55+3,69+2,26,71+3,71+8,32,59+2,68+1,84+4,83+3,68+2,65+3,73+1,72+7,65+3,84+9,62+5,56+21,74+8,70+3,56+6,69+3,35,73+4,67+1,71+3,75+4,13,16,8,12,13,2.28
330,Marc Roca,Marc Roca,20,184,74,Spain,RCD Espanyol,74,85,Left,1,3,2,Medium/Medium,Lean,,SUB,,2015-07-01,,56.0,56.0,71.0,69.0,66.0,,,,,,,,61,59,42,80,44,71,66,52,74,75,55-2,57-2,66,70,60,43,55-1,69-2,64,65,69,71,60,73,55,65+7,70,75,73,12,11,11,10,8,1.71
331,T. Strakosha,Thomas Strakosha,22,186,78,Albania,Lazio,74,84,Right,1,2,1,Medium/Medium,Lean,,GK,,2012-08-09,,,,,,,74.0,70.0,73.0,80.0,44.0,69.0,,18,18,11,26,11,14,14,12,22,15,41,46,31,74+8,47,18,49,23,56,14,20,24-10,18,49,21,26,11,18,12,74,70+2,73+3,69,80+2,6.1
332,N. Elvedi,Nico Elvedi,20,188,78,Switzerland,Borussia Mönchengladbach,74,84,Right,2,3,2,Medium/Medium,Normal,,RB,,2015-07-01,,70.0,33.0,67.0,75.0,75.0,,,,,,,,58,25,65,67,30,66,48,29,61,70,68,71,65+1,72,53+2,51,73,78,77,31,68,75,49,58,37,63+3,74,79,76,9,15,10,12,9,9.88
333,S. Bergwijn,Steven Bergwijn,19,178,78,Netherlands,PSV,74,84,Right,1,2,4,Medium/Medium,Normal,,RW,,2014-07-01,,85.0,67.0,80.0,27.0,63.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",66+9,66+1,55,70+6,62,82+5,70,57,53+1,77+2,87+4,84,78,69+3,85+2,72,70,66+2,68+7,65,44,21,68+9,66+3,59,67+16,24,25,26,11,14,12,14,13,3.23
334,C. Söyüncü,Caglar Söyüncü,21,187,84,Turkey,SC Freiburg,74,84,Right,1,4,2,Medium/Medium,Normal,,RCB,,2016-07-01,SUB,71.0,45.0,58.0,75.0,76.0,,,,,,,,46,37,67-1,55-5,48,56,39,37,54-3,58-1,67,74,63+1,67-1,56,65,68,67,80,39,81,68+1,42,49,52,55-2,70,85+2,80,6,7,7,7,7,7.41
335,C. Ünder,Cengiz Ünder,19,173,66,Turkey,Roma,74,83,Left,1,4,3,High/Medium,Lean,,SUB,,2017-07-17,RM,81.0,71.0,76.0,32.0,54.0,,,,,,,"Finesse Shot, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",75,68,58,71,64,76,71,45,61+2,75,83-1,79,80-1,71,84,77,48-5,67-1,58,74,27,29,66,68,64,68+7,24,33,30,9,13,7,9,8,7.4825
336,David Neres,David Neres,20,175,66,Brazil,Ajax,74,83,Left,1,3,4,Medium/Medium,Normal,,SUB,,2017-02-01,,83.0,69.0,82.0,34.0,60.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",62-5,72+2,49,72,73,83+3,62,52,52,82-1,84,82-2,84+4,65+4,88+4,72,62+22,69+2,63+4,57,41+6,38+20,67+4,71+4,69,76+4,28-4,32,32,14,10,5,13,6,8.74
337,Gonçalo Guedes,Gonçalo Guedes,20,179,68,Portugal,Valencia CF,74,82,Right,1,3,3,High/Medium,Normal,,SUB,Paris Saint-Germain,,,82.0,75.0,76.0,36.0,64.0,,,,,,,"Diver, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",69,74-1,60,73,73,76-1,74,70-3,62,74-2,84-2,80-7,81-3,76-3,69-1,76-2,65,77,56,76-1,67,47+4,78-3,71,69,75,25,34,30,9,12,11,9,9,19.38
338,M. Diakhaby,Mouctar Diakhaby,20,189,78,France,Olympique Lyonnais,74,82,Right,1,3,2,Medium/Medium,Normal,,SUB,,2015-08-13,,43.0,31.0,46.0,75.0,80.0,,,,,,,Power Header,28,25,83,56,31,42,30,26,42,52,47-6,39-14,46,68,33+1,45,86,75,84,27,76,73,24,37,49,71+18,75,76,68,15,11,10,14,11,3.99
339,Ayoze Pérez,Ayoze Pérez,23,179,66,Spain,Newcastle United,74,81,Right,1,4,3,High/Medium,Lean,,CF,,2014-06-06,,75.0,72.0,80.0,25.0,64.0,,,,,,,Speed Dribbler (CPU AI Only),43,78+1,65,72,78,82+1,79,71,51,78,77-2,74-3,84,71,79,63,72,73+3,57+1,62,69,18+5,79,65,73,72,19,25+2,15+3,12,12,11,14,8,9.12
340,M. Škriniar,Milan Skriniar,22,188,80,Slovakia,Inter,74,81,Right,1,4,2,Medium/High,Normal,,RCB,,2017-07-07,,63.0,43.0,50.0,75.0,69.0,,,,,,,Power Header,43,41,75+4,67+3,45,42,38,39,61,65+3,64-1,63-2,37-6,65+5,48-5,54,76,64,69,35,74+4,70+2,36,41,58,67+15,75+2,79+2,77+2,10,13,12,8,12,13.224
341,F. Grillitsch,Florian Grillitsch,21,187,77,Austria,TSG 1899 Hoffenheim,74,80,Right,2,3,2,Medium/Low,Lean,,SUB,,2017-07-01,SUB,64.0,58.0,74.0,61.0,61.0,,,,,,,,68,58,61+3,78+1,53+5,74+1,47,68,73,76,65-2,64-5,68,76+2,64,65,48-5,67-1,64,49,49,70+3,70+1,75,50,78+5,57+12,66+8,43+3,13,12,7,14,7,4.75
342,N. Schulz,Nico Schulz,24,180,78,Germany,TSG 1899 Hoffenheim,74,79,Left,1,2,2,Medium/Medium,Normal,,SUB,,2017-07-08,,87.0,50.0,74.0,69.0,71.0,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",68+1,47,54-1,73,49,75,59,42,63,74,88,86,74,72,71-1,63,60,76-1,72,40,67,68,66,65,56,67,67,74,72,13,9,15,7,14,2.7075
343,Thiago Mendes,Thiago Mendes,25,176,78,Brazil,LOSC Lille,74,79,Right,1,3,2,High/Medium,Lean,,LDM,,2017-07-08,,81.0,68.0,75.0,71.0,68.0,,,,,,,Long Shot Taker (CPU AI Only),67,61,59,74,60,75,58,73,69,74,75,86,78,69,73,80,66,84,58,77,75,74,70,70,60,66,72,72,74,14,9,12,13,8,7.41
344,K. Havertz,Kai Havertz,18,186,77,Germany,Bayer 04 Leverkusen,73,88,Left,1,3,4,Medium/Medium,Lean,,SUB,,2016-08-12,,72.0,59.0,75.0,40.0,57.0,,,,,,,,67,63+4,61,76+5,56,76+4,59+2,45,69,74+1,76+1,69,77+4,70+6,71+7,60,69,61+5,60,50+1,40,31,69+6,76+4,49,66+12,39,42,38,6,8,11,10,12,9.2625
345,T. Abraham,Tammy Abraham,19,190,82,England,Swansea City,73,86,Right,1,3,2,Medium/Medium,Lean,,SUB,Chelsea,,,80.0,70.0,67.0,25.0,70.0,,,,,,,Beat Offside Trap,37,73,72-1,64+1,44,66+2,50,42,41,68+1,80-5,80-1,68+1,71+1,60,75,71-1,71,81,62,41,22,73+1,60,72,70,19,22,15,12,7,8,13,13,8.74
346,J. Kluivert,Justin Kluivert,18,171,66,Netherlands,Ajax,73,86,Right,1,4,4,High/Medium,Normal,,RW,,2016-07-01,,86.0,63.0,81.0,36.0,62.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only)",70+1,64+6,52,69,67,83+3,68,58,44,78+1,87+2,86+5,87+3,64+7,83+1,65+1,66+4,67+8,60+14,59+4,62,45+8,57,72+6,66,75+1,33,32,27,5,6,14,7,12,2.28
347,Richarlison,Richarlison,20,181,70,Brazil,Watford,73,85,Right,1,5,3,High/High,Normal,,LM,,2017-08-08,,81.0,70.0,77.0,25.0,74.0,,,,,,,,63,72,70,68,63,78,40,34,42,76,83,79,78,72,70,74,60,79,76,63,68,16,76,69,71,70,21,22,19,12,7,8,11,13,7.98
348,I. Sarr,Ismaïla Sarr,19,180,70,Senegal,Stade Rennais FC,73,85,Right,1,2,3,High/Low,Lean,#Speedster,LS,,2017-07-26,,93.0,68.0,76.0,29.0,59.0,,,,,,,"Diver, Avoids Using Weaker Foot, Selfish, Speed Dribbler (CPU AI Only), Through Ball",65+15,69+2,44,67+3,68+8,78+2,58,48,57+2,74+3,92+2,93,79+1,68+15,74-1,72,45-2,64,65,62,41,26,67+1,62+2,58,63+5,27,25,33-3,14,13,7,6,9,6.46
349,D. Gray,Demarai Gray,21,180,74,England,Leicester City,73,83,Right,1,3,3,Medium/Low,Lean,"#Speedster, #Acrobat",SUB,,2016-01-04,,90.0,66.0,80.0,23.0,55.0,,,,,,,"Avoids Using Weaker Foot, Selfish, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",69+7,64-2,31,66+1,50,82+2,70+10,45+3,59+3,77+1,90-1,90+2,90,64,82,74+4,55,72+1,56+2,71+7,33,23,65,60+3,58,64,21,23,20,6,11,11,13,10,9.5
350,J. Grealish,Jack Grealish,21,175,68,England,Aston Villa,73,82,Right,1,3,4,Medium/Medium,Lean,,SUB,,2012-03-01,,75.0,61.0,77.0,31.0,52.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",68,59,36,75-2,60,78,71,62,66+1,76,76,74-1,79+1,59+3,80,60,34,68,50+4,63+2,43,37,69,72-1,58,75,27,30,30,11,6,11,10,13,5.7
351,J. Correa,Joaquín Correa,22,188,77,Argentina,Sevilla FC,73,82,Right,1,3,4,Medium/Medium,Lean,,SUB,,2016-07-10,SUB,73.0,70.0,75.0,33.0,60.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",73,69+3,43,76,67,76,69,63,71,77,71-1,75-1,72,68,60,74,36-6,61-2,67,71,48,31,67,71,57,60,29,37,26,11,10,7,8,8,11.4
352,A. Petagna,Andrea Petagna,22,188,85,Italy,Atalanta,73,82,Left,1,2,2,Medium/Medium,Normal,#Strength,RS,,2016-01-28,,57.0,68.0,69.0,22.0,77.0,,,,,,,"Avoids Using Weaker Foot, Power Header, Outside Foot Shot, Target Forward",49,74,77,70,60,69,46,30,48,74,59-2,56-4,56,69,61,76,71,67-1,90,49,60,18,75,63,65,71+2,15,15,15,3,3,3,5,3,6.555
353,M. Gómez,Maxi Gómez,20,186,80,Uruguay,RC Celta,73,81,Right,1,3,3,Medium/Medium,Stocky,,SUB,,2017-07-01,,66.0,74.0,64.0,24.0,68.0,,,,,,,,56,78,70,61,66,64,68,53,58,67,64,67,52,74,55,76,64,68,77,64,47,17,75,52,67,59,22,17,23,7,8,13,12,6,2.905
354,R. Fraser,Ryan Fraser,23,163,60,Scotland,Bournemouth,73,80,Right,1,4,3,High/Medium,Normal,#Acrobat,RM,,2013-01-01,,88.0,64.0,76.0,42.0,55.0,,,,,,,"Diver, Flair, Speed Dribbler (CPU AI Only)",72+2,67,25,69+1,43,76,70,67,54+2,71,89,88-3,92,64+2,93+1,60,61,72-1,41-6,69,65,35,69+2,70+3,56,68,53,43,37,15,14,15,7,10,3.99
355,W. Weghorst,Wout Weghorst,24,197,84,Netherlands,AZ Alkmaar,73,76,Right,1,2,2,High/High,Lean,#Aerial Threat,ST,,2016-07-06,,58.0,71.0,65.0,31.0,80.0,,,,,,,"Selfish, Power Header, Target Forward",42+12,77,81,63+3,63,62+2,36,37,31,73,44-2,69+6,64+9,66+2,41-10,77,77,80,84-1,55,71,34,73,54+2,72+7,78+19,23,23,26,11,9,14,16,12,3.3267
356,L. Martínez,Lautaro Martínez,19,174,79,Argentina,Racing Club,72,88,Right,1,3,2,High/Medium,Normal,,LS,,2015-10-10,,79.0,70.0,70.0,29.0,76.0,,,,,,,Target Forward,46,72,70,58,64,69,68,33,50,71,79+2,79,73,64,64,74,79+1,72,85+8,64,56,25,71,54,59,69,26,22,25,11,8,8,8,13,7.125
357,D. Zakaria,Denis Zakaria,20,191,80,Switzerland,Borussia Mönchengladbach,72,86,Right,1,4,2,Medium/Medium,Lean,,LDM,,2017-07-01,,70.0,40.0,72.0,69.0,79.0,,,,,,,,69,32,64,77,28,72,58,41,76,76,64,75,64,64,62,59,74,77,80,36,80,75,58,75,39,64,70,69,61,12,12,7,13,11,15.96
358,L. Klostermann,Lukas Klostermann,21,189,83,Germany,RB Leipzig,72,84,Right,1,3,2,Medium/Medium,Lean,,RB,,2014-08-22,,86.0,38.0,65.0,70.0,68.0,,,,,,,Speed Dribbler (CPU AI Only),61,38,67,70,33,63,48,22,57,67,83-1,89-2,64-1,68,62-1,47,83,72-5,67,31,64,69+1,55,49,26,62+3,69,72+2,69+2,8,12,10,7,7,5.2725
359,H. Winks,Harry Winks,21,176,74,England,Tottenham Hotspur,72,84,Right,1,3,2,Medium/Medium,Normal,,SUB,,2014-07-01,,72.0,57.0,72.0,55.0,64.0,,,,,,,,62,54,45,79,50,71+2,65,60,75+2,73+3,75-5,70-4,77,68,73,63,54,70+1,65+3,62,58,58+5,62,76,51,73+1,51,62+6,53,8,11,14,13,10,4.56
360,N. Mukiele,Nordi Mukiele,19,186,78,France,Montpellier HSC,72,83,Right,1,3,2,High/High,Normal,,RB,,2017-01-06,,81.0,36.0,68.0,70.0,76.0,,,,,,,,70+8,30,67+3,65+1,35,70+4,55,33,65+1,68+4,81+2,81+2,66-1,63,59,38,77+1,80+1,76+1,43,69,71+3,54+19,59,45,67+6,69+4,70+2,71+4,10,7,14,11,15,2.28
361,M. Akanji,Manuel Akanji,21,187,85,Switzerland,FC Basel 1893,72,83,Right,1,3,2,Medium/Medium,Normal,,RCB,,2015-06-21,LCB,56.0,36.0,61.0,73.0,70.0,,,,,,,,24,39,75+10,71+11,31,51+10,26,27,65+8,74+7,59-11,54-19,69-1,68+5,58+4,38,72+2,77+10,76+3,30,45,67+7,28,32,40,70+28,74+4,76+4,73+3,10,9,13,6,9,2.5667
362,A. Cragno,Alessio Cragno,23,184,78,Italy,Cagliari,72,82,Right,1,2,1,Medium/Medium,Lean,,GK,,2014-07-12,,,,,,,82.0,62.0,54.0,80.0,39.0,69.0,Saves with Feet,15,12,12,26,13,13,11,12,25,21,41,37,37,59,43,19,74,43,55,17,33,19,15,42,31,59,16,11,12,82,62-3,54+3,69+1,80,5.985
